line_number,subject_ids,image_number,user_name,workflow_id,workflow_version,classification_id,created_at,elasped_time,image_size,first_task,H palm,flowering,leafless
11640,4989745,20161007_Zone2_S1_039,Visitor,3130,1.13,23153238,2016-12-12 09:08:55 UTC,0:05:53,"[800, 600]",Yes,[],[],"[[111, 269, 130, ""l""]]"
11641,4993182,20161004_Zone6_S2_024,rayperry,3130,1.13,23154179,2016-12-12 09:43:14 UTC,0:00:19,"[1100, 825]",No,[],[],[]
11642,4982516,20161003_Zone4_S1_194,rayperry,3130,1.13,23155127,2016-12-12 10:24:00 UTC,0:04:21,"[2000, 1500]",Yes,"[[490, 1032, 89, ""h""]]",[],"[[881, 581, 345, ""l""]]"
11643,4988288,20161006_Zone3_S3_0736,mrniaboc,3130,1.13,23156532,2016-12-12 11:17:19 UTC,0:01:04,"[1995, 1500]",Yes,"[[717, 327, 105, ""h""], [1036, 802, 136, ""h""], [438, 948, 179, ""h""], [224, 1288, 110, ""h""], [1963, 1116, 108, ""h""]]",[],"[[845, 1068, 429, ""l""], [1337, 332, 545, ""l""]]"
11644,4992043,20161006_Zone5_S2_099,QI2e5a0353,3130,1.13,23157379,2016-12-12 11:48:51 UTC,0:03:06,"[2000, 1500]",Yes,[],"[[1493, 1364, 212, ""f""]]",[]
11645,4984034,20161003_Zone4_S3_212,QI2e5a0353,3130,1.13,23157405,2016-12-12 11:49:27 UTC,0:00:34,"[1995, 1500]",No,[],[],[]
11646,4990726,20161007_Zone2_S4_007,QI2e5a0353,3130,1.13,23157442,2016-12-12 11:50:21 UTC,0:00:48,"[1060, 795]",Yes,[],"[[428, -49, 205, ""f""], [719, 67, 51, ""f""]]","[[298, 778, 95, ""l""], [988, 726, 64, ""l""]]"
11647,4990298,20161007_Zone2_S3_027,QI2e5a0353,3130,1.13,23157467,2016-12-12 11:51:24 UTC,0:00:57,"[998, 750]",Yes,"[[803, 613, 65, ""h""]]",[],[]
11648,4993748,20161004_Zone6_S4_024,QI2e5a0353,3130,1.13,23157479,2016-12-12 11:51:53 UTC,0:00:28,"[1200, 900]",Yes,[],[],"[[577, 497, 178, ""l""], [1058, 670, 158, ""l""]]"
11649,4989550,20161007_Zone1_S3_084,QI2e5a0353,3130,1.13,23157499,2016-12-12 11:52:20 UTC,0:00:27,"[898, 675]",Yes,[],"[[626, 527, 151, ""f""]]",[]
11650,4989278,20161007_Zone1_S1_052,QI2e5a0353,3130,1.13,23157516,2016-12-12 11:52:45 UTC,0:00:24,"[900, 675]",Yes,[],[],"[[720, 550, 122, ""l""], [41, 315, 63, ""l""]]"
11651,4993150,20161004_Zone6_S2_006,QI2e5a0353,3130,1.13,23157536,2016-12-12 11:53:16 UTC,0:00:31,"[1100, 825]",Yes,"[[543, 612, 62, ""h""]]",[],[]
11652,4990916,20161007_Zone2_S4_103,QI2e5a0353,3130,1.13,23157571,2016-12-12 11:53:58 UTC,0:00:41,"[1060, 795]",Yes,"[[572, 713, 55, ""h""]]",[],"[[593, 817, 181, ""l""], [83, 439, 275, ""l""]]"
11653,4991425,20161006_Zone5_S1_024,QI2e5a0353,3130,1.13,23157596,2016-12-12 11:54:28 UTC,0:00:29,"[2000, 1500]",Yes,"[[351, 1047, 152, ""h""]]",[],"[[1475, 734, 198, ""l""]]"
11654,4983631,20161003_Zone4_S3_009,QI2e5a0353,3130,1.13,23157617,2016-12-12 11:54:57 UTC,0:00:28,"[1995, 1500]",Yes,[],"[[1428, 636, 324, ""f""]]","[[634, 703, 142, ""l""]]"
11655,4992788,20161006_Zone5_S4_030,QI2e5a0353,3130,1.13,23157625,2016-12-12 11:55:19 UTC,0:00:21,"[2000, 1500]",Yes,"[[980, 44, 89, ""h""]]",[],[]
11656,4989479,20161007_Zone1_S3_013,QI2e5a0353,3130,1.13,23157640,2016-12-12 11:55:41 UTC,0:00:22,"[898, 675]",Yes,[],"[[98, 289, 96, ""f""], [819, 200, 105, ""f""]]",[]
11657,4984997,20161006_Zone3_S1_0027,QI2e5a0353,3130,1.13,23157651,2016-12-12 11:55:54 UTC,0:00:14,"[2000, 1500]",No,[],[],[]
11658,4982877,20161003_Zone4_S2_013,QI2e5a0353,3130,1.13,23157668,2016-12-12 11:56:26 UTC,0:00:31,"[2000, 1500]",Yes,[],"[[1596, 869, 421, ""f""], [826, 391, 141, ""f""]]","[[959, 952, 110, ""l""]]"
11659,4993380,20161004_Zone6_S2_123,QI2e5a0353,3130,1.13,23157683,2016-12-12 11:56:54 UTC,0:00:27,"[1100, 825]",Yes,[],[],"[[534, 238, 91, ""l""], [828, 600, 39, ""l""]]"
11660,4984463,20161003_Zone4_S4_065,QI2e5a0353,3130,1.13,23157703,2016-12-12 11:57:26 UTC,0:00:31,"[2000, 1500]",Yes,"[[1612, 721, 176, ""h""], [1072, 1099, 339, ""h""]]",[],[]
11661,4991511,20161006_Zone5_S1_063,QI2e5a0353,3130,1.13,23157728,2016-12-12 11:58:06 UTC,0:00:39,"[2000, 1500]",Yes,"[[1830, 799, 113, ""h""]]",[],"[[1498, 503, 187, ""l""]]"
11662,4990376,20161007_Zone2_S3_089,QI2e5a0353,3130,1.13,23157737,2016-12-12 11:58:25 UTC,0:00:18,"[998, 750]",Yes,"[[275, 73, 91, ""h""]]",[],[]
11663,4988515,20161006_Zone3_S3_0833,markbowler,3130,1.13,23159677,2016-12-12 13:09:51 UTC,0:02:02,"[1995, 1500]",Yes,"[[1312, 364, 94, ""h""], [1426, 466, 64, ""h""], [1647, 648, 78, ""h""], [1634, 978, 82, ""h""], [586, 1168, 35, ""h""], [484, 150, 37, ""h""], [559, 558, 26, ""h""], [1357, 1076, 36, ""h""]]",[],"[[1277, 699, 184, ""l""], [1934, 62, 84, ""l""], [1708, 232, 62, ""l""], [1945, 1464, 81, ""l""]]"
11664,4992702,20161006_Zone5_S3_197,markbowler,3130,1.13,23159740,2016-12-12 13:11:47 UTC,0:01:49,"[1995, 1500]",Yes,[],"[[1704, 989, 306, ""f""]]","[[447, 1231, 80, ""l""]]"
11665,4985790,20161006_Zone3_S2_0338,markbowler,3130,1.13,23159751,2016-12-12 13:12:07 UTC,0:00:18,"[2000, 1500]",Yes,[],[],[]
11666,4993043,20161004_Zone6_S1_054,Ryman,3130,1.13,23160694,2016-12-12 13:36:11 UTC,0:03:29,"[1300, 975]",Yes,[],[],"[[1042, 878, 150, ""l""], [1056, 215, 99, ""l""]]"
11667,4986037,20161006_Zone3_S2_0458,Ryman,3130,1.13,23160738,2016-12-12 13:37:04 UTC,0:00:47,"[2000, 1500]",Yes,[],[],"[[1926, 1040, 507, ""l""]]"
11668,4990618,20161007_Zone2_S3_216,Ryman,3130,1.13,23160759,2016-12-12 13:37:22 UTC,0:00:18,"[998, 750]",No,[],[],[]
11669,4993044,20161004_Zone6_S1_055,Ryman,3130,1.13,23160795,2016-12-12 13:38:22 UTC,0:00:58,"[1300, 975]",Yes,[],"[[860, 663, 165, ""f""]]","[[107, 205, 336, ""l""], [1106, 389, 123, ""l""]]"
11670,4984579,20161003_Zone4_S4_179,Ryman,3130,1.13,23160824,2016-12-12 13:39:01 UTC,0:00:38,"[2000, 1500]",Yes,"[[223, 1431, 168, ""h""]]",[],[]
11671,4982607,20161003_Zone4_S1_285,Ryman,3130,1.13,23160863,2016-12-12 13:39:54 UTC,0:00:50,"[2000, 1500]",Yes,[],"[[358, 1335, 486, ""f""]]","[[1535, 349, 411, ""l""]]"
11672,4992129,20161006_Zone5_S2_139,Ryman,3130,1.13,23160880,2016-12-12 13:40:17 UTC,0:00:24,"[2000, 1500]",Yes,[],[],"[[1315, 751, 398, ""l""]]"
11673,4993837,20161004_Zone6_S4_066,Ryman,3130,1.13,23161036,2016-12-12 13:44:28 UTC,0:04:09,"[1200, 900]",Yes,"[[962, 871, 106, ""h""], [309, 596, 0, ""h""]]",[],[]
11674,4985143,20161006_Zone3_S1_0101,Ryman,3130,1.13,23161066,2016-12-12 13:45:10 UTC,0:00:41,"[2000, 1500]",Yes,[],"[[1929, 331, 237, ""f""]]","[[1973, 1133, 154, ""l""]]"
11675,4993913,20161004_Zone6_S4_109,Ryman,3130,1.13,23161084,2016-12-12 13:45:41 UTC,0:00:30,"[1200, 900]",Yes,[],[],"[[576, 66, 231, ""l""]]"
11676,4992303,20161006_Zone5_S3_011,Ryman,3130,1.13,23161113,2016-12-12 13:46:26 UTC,0:00:43,"[1995, 1500]",Yes,[],[],"[[660, 1383, 217, ""l""], [550, 461, 517, ""l""]]"
11677,4985187,20161006_Zone3_S1_0123,Ryman,3130,1.13,23161149,2016-12-12 13:47:14 UTC,0:00:47,"[2000, 1500]",Yes,"[[57, 289, 257, ""h""]]","[[873, 1386, 170, ""f""]]","[[1577, 182, 292, ""l""]]"
11678,4983949,20161003_Zone4_S3_167,Ryman,3130,1.13,23161186,2016-12-12 13:48:17 UTC,0:01:02,"[1995, 1500]",No,[],[],[]
11679,4982589,20161003_Zone4_S1_267,Ryman,3130,1.13,23161205,2016-12-12 13:48:41 UTC,0:00:23,"[2000, 1500]",Yes,[],"[[826, 1300, 265, ""f""]]",[]
11680,4992202,20161006_Zone5_S2_173,Ryman,3130,1.13,23161235,2016-12-12 13:49:20 UTC,0:00:37,"[2000, 1500]",Yes,[],"[[161, 1142, 175, ""f""]]",[]
11681,4989968,20161007_Zone2_S1_262,Ryman,3130,1.13,23161243,2016-12-12 13:49:34 UTC,0:00:11,"[800, 600]",No,[],[],[]
11682,4984733,20161003_Zone4_S4_292,Ryman,3130,1.13,23161270,2016-12-12 13:50:10 UTC,0:00:35,"[2000, 1500]",Yes,[],"[[1690, 906, 168, ""f""]]",[]
11683,4988042,20161006_Zone3_S3_0626,MatthewVetkoetter,3130,1.13,23161290,2016-12-12 13:50:36 UTC,0:01:04,"[1995, 1500]",Yes,"[[1443, 233, 129, ""h""]]",[],"[[1974, 541, 230, ""l""]]"
11684,4983790,20161003_Zone4_S3_091,MatthewVetkoetter,3130,1.13,23161312,2016-12-12 13:50:59 UTC,0:00:22,"[1995, 1500]",No,[],[],[]
11685,4989815,20161007_Zone2_S1_109,Ryman,3130,1.13,23161315,2016-12-12 13:51:00 UTC,0:00:49,"[800, 600]",Yes,"[[99, 55, 66, ""h""]]",[],[]
11686,4982356,20161003_Zone4_S1_034,MatthewVetkoetter,3130,1.13,23161339,2016-12-12 13:51:27 UTC,0:00:27,"[2000, 1500]",Yes,[],[],"[[1490, 607, 99, ""l""]]"
11687,4989535,20161007_Zone1_S3_069,Ryman,3130,1.13,23161388,2016-12-12 13:52:12 UTC,0:01:11,"[898, 675]",Yes,[],"[[592, 133, 101, ""f""]]","[[103, 572, 109, ""l""], [385, 618, 77, ""l""]]"
11688,4988369,20161006_Zone3_S3_0771,Ryman,3130,1.13,23161428,2016-12-12 13:53:05 UTC,0:00:51,"[1995, 1500]",Yes,[],"[[568, 523, 269, ""f""], [1053, 398, 218, ""f""], [1597, 969, 235, ""f""], [1692, 134, 185, ""f""]]",[]
11689,4989797,20161007_Zone2_S1_091,Ryman,3130,1.13,23161454,2016-12-12 13:53:29 UTC,0:00:22,"[800, 600]",No,[],[],[]
11690,4984364,20161003_Zone4_S4_016,MatthewVetkoetter,3130,1.13,23161464,2016-12-12 13:53:41 UTC,0:02:13,"[2000, 1500]",Yes,[],[],"[[1817, 697, 291, ""l""]]"
11691,4990147,20161007_Zone2_S2_174,MatthewVetkoetter,3130,1.13,23161486,2016-12-12 13:54:09 UTC,0:00:28,"[900, 675]",Yes,[],"[[266, 46, 63, ""f""]]","[[62, 45, 48, ""l""]]"
11692,4988993,20161006_Zone3_S4_1039,Ryman,3130,1.13,23161488,2016-12-12 13:54:11 UTC,0:00:41,"[2000, 1500]",Yes,"[[1535, 176, 112, ""h""]]","[[453, 939, 200, ""f""]]","[[1633, 1148, 329, ""l""], [1887, 146, 123, ""l""], [176, 200, 269, ""l""]]"
11693,4990933,20161007_Zone2_S4_111,MatthewVetkoetter,3130,1.13,23161502,2016-12-12 13:54:36 UTC,0:00:24,"[1060, 795]",No,[],[],[]
11694,4993045,20161004_Zone6_S1_056,Ryman,3130,1.13,23161504,2016-12-12 13:54:40 UTC,0:00:28,"[1300, 975]",Yes,[],[],"[[1201, 310, 99, ""l""], [178, 196, 88, ""l""], [566, 899, 95, ""l""], [1029, 920, 74, ""l""]]"
11695,4985275,20161006_Zone3_S1_0167,Ryman,3130,1.13,23161518,2016-12-12 13:54:58 UTC,0:00:17,"[1000, 750]",Yes,[],[],"[[544, 252, 251, ""l""]]"
11696,4992349,20161006_Zone5_S3_033,Ryman,3130,1.13,23161533,2016-12-12 13:55:18 UTC,0:00:18,"[1995, 1500]",Yes,[],[],"[[39, 223, 283, ""l""]]"
11697,4985979,20161006_Zone3_S2_0430,MatthewVetkoetter,3130,1.13,23161540,2016-12-12 13:55:26 UTC,0:00:49,"[2000, 1500]",Yes,"[[176, 417, 144, ""h""], [1333, 561, 107, ""h""], [531, 1219, 94, ""h""], [1654, 872, 142, ""h""]]",[],[]
11698,4992458,20161006_Zone5_S3_084,MatthewVetkoetter,3130,1.13,23161582,2016-12-12 13:56:28 UTC,0:01:01,"[1995, 1500]",Yes,[],"[[231, 780, 212, ""f""]]",[]
11699,4984853,20161003_Zone4_S4_369,MatthewVetkoetter,3130,1.13,23161594,2016-12-12 13:56:45 UTC,0:00:17,"[2000, 1500]",Yes,[],[],"[[681, 1448, 198, ""l""]]"
11700,4986218,20161006_Zone3_S2_0545,mrniaboc,3130,1.13,23161608,2016-12-12 13:57:15 UTC,0:01:10,"[2000, 1500]",Yes,"[[1573, 627, 198, ""h""]]",[],[]
11701,4988341,20161006_Zone3_S3_0758,mrniaboc,3130,1.13,23161612,2016-12-12 13:57:24 UTC,0:00:08,"[1197, 900]",No,[],[],[]
11702,4984356,20161003_Zone4_S4_012,Uganalandia,3130,1.13,23161680,2016-12-12 13:59:46 UTC,0:01:33,"[2000, 1500]",Yes,"[[449, 1302, 106, ""h""], [141, 1242, 128, ""h""], [1627, 1283, 115, ""h""], [648, 1096, 77, ""h""]]",[],"[[1697, 279, 266, ""l""], [1070, 662, 92, ""l""], [1317, 1331, 130, ""l""]]"
11703,4991377,20161006_Zone5_S1_001,williamskellorn,3130,1.13,23161691,2016-12-12 14:00:05 UTC,0:02:10,"[2000, 1500]",Yes,[],"[[1547, 558, 194, ""f""], [1144, 790, 266, ""f""]]","[[1527, 983, 224, ""l""]]"
11704,4992718,20161006_Zone5_S3_205,Uganalandia,3130,1.13,23161702,2016-12-12 14:00:21 UTC,0:00:30,"[1995, 1500]",Yes,"[[1440, 708, 218, ""h""], [1642, 180, 141, ""h""]]",[],[]
11705,4991888,20161006_Zone5_S2_027,octodragon,3130,1.13,23161940,2016-12-12 14:07:40 UTC,0:03:02,"[2000, 1500]",Yes,[],[],"[[1076, 374, 187, ""l""], [1672, 421, 208, ""l""]]"
11706,4991819,20161006_Zone5_S1_203,octodragon,3130,1.13,23161952,2016-12-12 14:08:26 UTC,0:00:36,"[2000, 1500]",Yes,"[[1870, 1127, 150, ""h""], [1804, 1496, 175, ""h""], [1648, 734, 322, ""h""], [1182, 1179, 107, ""h""], [768, 1186, 129, ""h""]]",[],[]
11707,4993748,20161004_Zone6_S4_024,octodragon,3130,1.13,23161958,2016-12-12 14:08:49 UTC,0:00:22,"[1200, 900]",Yes,[],[],"[[1058, 680, 161, ""l""]]"
11708,4983629,20161003_Zone4_S3_008,octodragon,3130,1.13,23161963,2016-12-12 14:09:10 UTC,0:00:20,"[1995, 1500]",Yes,[],[],"[[1665, 519, 271, ""l""]]"
11709,4990394,20161007_Zone2_S3_099,octodragon,3130,1.13,23161970,2016-12-12 14:09:26 UTC,0:00:15,"[998, 750]",Yes,[],[],"[[244, 622, 145, ""l""]]"
11710,4990323,20161007_Zone2_S3_052,octodragon,3130,1.13,23161973,2016-12-12 14:09:36 UTC,0:00:07,"[998, 750]",Yes,[],[],[]
11711,4983495,20161003_Zone4_S2_323,octodragon,3130,1.13,23161990,2016-12-12 14:10:18 UTC,0:00:34,"[2000, 1500]",Yes,[],[],"[[815, 607, 385, ""l""], [283, 854, 101, ""l""]]"
11712,4982923,20161003_Zone4_S2_037,octodragon,3130,1.13,23162003,2016-12-12 14:10:58 UTC,0:00:39,"[2000, 1500]",Yes,[],[],"[[697, 91, 236, ""l""], [285, 1143, 439, ""l""]]"
11713,4992734,20161006_Zone5_S4_004,MatthewVetkoetter,3130,1.13,23162133,2016-12-12 14:17:03 UTC,0:20:02,"[2000, 1500]",Yes,[],[],"[[1215, 871, 295, ""l""], [992, 303, 239, ""l""]]"
11714,4989281,20161007_Zone1_S1_055,MatthewVetkoetter,3130,1.13,23162146,2016-12-12 14:17:15 UTC,0:00:12,"[900, 675]",Yes,[],[],"[[143, 331, 132, ""l""]]"
11715,4989184,20161006_Zone3_S4_1156,MatthewVetkoetter,3130,1.13,23162164,2016-12-12 14:17:38 UTC,0:00:22,"[1200, 900]",Yes,[],"[[873, 444, 221, ""f""]]","[[61, 458, 51, ""l""]]"
11716,4985915,20161006_Zone3_S2_0399,MatthewVetkoetter,3130,1.13,23162172,2016-12-12 14:17:50 UTC,0:00:12,"[2000, 1500]",No,[],[],[]
11717,4984742,20161003_Zone4_S4_297,MatthewVetkoetter,3130,1.13,23162193,2016-12-12 14:18:17 UTC,0:00:25,"[2000, 1500]",Yes,[],[],"[[1665, 33, 379, ""l""], [1048, 139, 178, ""l""], [1179, 344, 158, ""l""], [125, 571, 213, ""l""]]"
11718,4990332,20161007_Zone2_S3_061,MatthewVetkoetter,3130,1.13,23162208,2016-12-12 14:18:39 UTC,0:00:20,"[998, 750]",Yes,[],"[[175, 342, 407, ""f""]]",[]
11719,4992357,20161006_Zone5_S3_037,MatthewVetkoetter,3130,1.13,23162232,2016-12-12 14:19:18 UTC,0:00:38,"[1995, 1500]",No,[],[],[]
11720,4982618,20161003_Zone4_S1_296,MatthewVetkoetter,3130,1.13,23162251,2016-12-12 14:19:48 UTC,0:00:30,"[2000, 1500]",Yes,[],"[[482, 994, 221, ""f""], [1001, 1310, 195, ""f""], [1153, 989, 192, ""f""], [958, 753, 135, ""f""], [451, 1344, 142, ""f""], [719, 1403, 115, ""f""]]",[]
11721,4992125,20161006_Zone5_S2_137,MatthewVetkoetter,3130,1.13,23162272,2016-12-12 14:20:17 UTC,0:00:27,"[2000, 1500]",Yes,"[[1714, 668, 142, ""h""]]",[],[]
11722,4985763,20161006_Zone3_S2_0324,MatthewVetkoetter,3130,1.13,23162284,2016-12-12 14:20:36 UTC,0:00:18,"[2000, 1500]",Yes,"[[673, 445, 85, ""h""], [1334, 247, 75, ""h""]]",[],"[[300, 1545, 384, ""l""], [1843, 709, 172, ""l""]]"
11723,4984776,20161003_Zone4_S4_315,MatthewVetkoetter,3130,1.13,23162313,2016-12-12 14:21:30 UTC,0:00:47,"[2000, 1500]",Yes,"[[1719, 1131, 142, ""h""], [694, 1013, 93, ""h""]]",[],[]
11724,4983708,20161003_Zone4_S3_048,Visitor,3130,1.13,23162979,2016-12-12 14:39:00 UTC,0:01:47,"[1995, 1500]",Yes,[],[],"[[961, 231, 346, ""l""], [156, 249, 317, ""l""], [271, 690, 211, ""l""], [592, 931, 312, ""l""]]"
11725,4989851,20161007_Zone2_S1_145,Visitor,3130,1.13,23162982,2016-12-12 14:39:05 UTC,0:00:52,"[800, 600]",Yes,"[[447, 58, 134, ""h""]]",[],[]
11726,4984479,20161003_Zone4_S4_079,Visitor,3130,1.13,23162994,2016-12-12 14:39:26 UTC,0:00:18,"[2000, 1500]",Yes,[],[],"[[1347, 1044, 208, ""l""]]"
11727,4990993,20161007_Zone2_S4_143,Visitor,3130,1.13,23163002,2016-12-12 14:39:37 UTC,0:00:24,"[1060, 795]",Yes,"[[751, 609, 109, ""h""]]",[],[]
11728,4985864,20161006_Zone3_S2_0375,Visitor,3130,1.13,23163005,2016-12-12 14:39:44 UTC,0:00:16,"[2000, 1500]",Yes,[],[],"[[1812, 925, 280, ""l""], [421, 460, 373, ""l""]]"
11729,4989449,20161007_Zone1_S2_103,Visitor,3130,1.13,23163032,2016-12-12 14:40:23 UTC,0:00:38,"[900, 675]",Yes,[],[],"[[86, 72, 96, ""l""], [549, 355, 99, ""l""]]"
