"","subject_ids","classification_id","workflow_version","task","total_species","species_index","choice","how_many","which_side"
"1",4708094,23492245,325.7,"T0",1,1,"NTHNGHR",NA,NA
"2",4764560,23492246,325.7,"T0",1,1,"NTHNGHR",NA,NA
"3",4713894,23492248,325.7,"T0",1,1,"NTHNGHR",NA,NA
"4",4720170,23492251,325.7,"T0",1,1,"NTHNGHR",NA,NA
"5",4760085,23492253,325.7,"T0",1,1,"NTHNGHR",NA,NA
"6",4797248,23492256,325.7,"T0",1,1,"NTHNGHR",NA,NA
"7",4901442,23492260,325.7,"T0",1,1,"NTHNGHR",NA,NA
"8",4920762,23492263,325.7,"T0",1,1,"NTHNGHR",NA,NA
"9",4925493,23492266,325.7,"T0",1,1,"NTHNGHR",NA,NA
"10",4673499,23492269,325.7,"T0",1,1,"NTHNGHR",NA,NA
"11",4708004,23492271,325.7,"T0",1,1,"NTHNGHR",NA,NA
"12",4753346,23492272,325.7,"T0",1,1,"NTHNGHR",NA,NA
"13",4757153,23492276,325.7,"T0",1,1,"JCKLSDSTRPD","1","LFTSD"
"14",4774813,23492277,325.7,"T0",1,1,"NTHNGHR",NA,NA
"15",4777860,23492281,325.7,"T0",1,1,"NTHNGHR",NA,NA
"16",4789240,23492282,325.7,"T0",1,1,"NTHNGHR",NA,NA
"17",4885099,23492284,325.7,"T0",1,1,"NTHNGHR",NA,NA
"18",4894787,23492286,325.7,"T0",1,1,"NTHNGHR",NA,NA
"19",4906639,23492288,325.7,"T0",1,1,"NTHNGHR",NA,NA
"20",4671225,23492290,325.7,"T0",1,1,"NTHNGHR",NA,NA
"21",4696912,23492291,325.7,"T0",1,1,"NTHNGHR",NA,NA
"22",4717969,23492294,325.7,"T0",1,1,"NTHNGHR",NA,NA
"23",4735449,23492298,325.7,"T0",1,1,"NTHNGHR",NA,NA
"24",4788189,23492304,325.7,"T0",1,1,"DKRSTNBK","1","FRNT"
"25",4810860,23492305,325.7,"T0",1,1,"FR",NA,NA
"26",4822796,23492308,325.7,"T0",1,1,"NTHNGHR",NA,NA
"27",4828384,23492317,325.7,"T0",1,1,"FR",NA,NA
"28",4837398,23492322,325.7,"T0",1,1,"NTHNGHR",NA,NA
"29",4854028,23492323,325.7,"T0",1,1,"NTHNGHR",NA,NA
"30",4869311,23492327,325.7,"T0",1,1,"NTHNGHR",NA,NA
"31",4898057,23492329,325.7,"T0",1,1,"NTHNGHR",NA,NA
"32",4690980,23492333,325.7,"T0",1,1,"NTHNGHR",NA,NA
"33",4742024,23492336,325.7,"T0",1,1,"NTHNGHR",NA,NA
"34",4683506,23492342,325.7,"T0",1,1,"NTHNGHR",NA,NA
"35",4777750,23492343,325.7,"T0",1,1,"NTHNGHR",NA,NA
"36",4792513,23492348,325.7,"T0",1,1,"NTHNGHR",NA,NA
"37",4803022,23492352,325.7,"T0",1,1,"NTHNGHR",NA,NA
"38",4690747,23492353,325.7,"T0",1,1,"NTHNGHR",NA,NA
"39",4830652,23492358,325.7,"T0",1,1,"NTHNGHR",NA,NA
"40",4849938,23492360,325.7,"T0",1,1,"NTHNGHR",NA,NA
"41",4800042,23492362,325.7,"T0",1,1,"NTHNGHR",NA,NA
"42",4901799,23492370,325.7,"T0",1,1,"LPHNT","1","RGHTSD"
"43",4837130,23492373,325.7,"T0",1,1,"LPHNT","1","LFTSD"
"44",4801779,23492374,325.7,"T0",1,1,"NTHNGHR",NA,NA
"45",4904675,23492375,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"46",4921844,23492376,325.7,"T0",1,1,"NTHNGHR",NA,NA
"47",4809479,23492377,325.7,"T0",1,1,"NTHNGHR",NA,NA
"48",4679635,23492378,325.7,"T0",1,1,"NTHNGHR",NA,NA
"49",4748747,23492381,325.7,"T0",1,1,"NTHNGHR",NA,NA
"50",4812977,23492383,325.7,"T0",1,1,"NTHNGHR",NA,NA
"51",4765356,23492385,325.7,"T0",1,1,"NTHNGHR",NA,NA
"52",4828428,23492387,325.7,"T0",1,1,"NTHNGHR",NA,NA
"53",4817875,23492389,325.7,"T0",1,1,"NTHNGHR",NA,NA
"54",4842643,23492392,325.7,"T0",1,1,"NTHNGHR",NA,NA
"55",4855874,23492394,325.7,"T0",1,1,"WRTHG","2","MLTPLSDSFRMMLTPLNMLS"
"56",4833176,23492395,325.7,"T0",1,1,"NTHNGHR",NA,NA
"57",4879304,23492398,325.7,"T0",1,1,"FR",NA,NA
"58",4746084,23492401,325.7,"T0",1,1,"NTHNGHR",NA,NA
"59",4776942,23492404,325.7,"T0",1,1,"NTHNGHR",NA,NA
"60",4886404,23492405,325.7,"T0",1,1,"NTHNGHR",NA,NA
"61",4775405,23492407,325.7,"T0",1,1,"NTHNGHR",NA,NA
"62",4747208,23492409,325.7,"T0",1,1,"NTHNGHR",NA,NA
"63",4903713,23492411,325.7,"T0",1,1,"FR",NA,NA
"64",4905646,23492417,325.7,"T0",1,1,"NTHNGHR",NA,NA
"65",4751630,23492418,325.7,"T0",1,1,"NTHNGHR",NA,NA
"66",4781900,23492419,325.7,"T0",1,1,"NTHNGHR",NA,NA
"67",4930194,23492421,325.7,"T0",1,1,"NTHNGHR",NA,NA
"68",4802350,23492422,325.7,"T0",1,1,"NTHNGHR",NA,NA
"69",4816644,23492424,325.7,"T0",1,1,"NTHNGHR",NA,NA
"70",4843679,23492428,325.7,"T0",1,1,"NTHNGHR",NA,NA
"71",4864167,23492429,325.7,"T0",1,1,"NTHNGHR",NA,NA
"72",4669485,23492432,325.7,"T0",1,1,"DKRSTNBK","1","BCK"
"73",4873498,23492433,325.7,"T0",1,1,"NTHNGHR",NA,NA
"74",4865423,23492437,325.7,"T0",1,1,"NTHNGHR",NA,NA
"75",4697597,23492439,325.7,"T0",1,1,"NTHNGHR",NA,NA
"76",4873870,23492440,325.7,"T0",1,1,"NTHNGHR",NA,NA
"77",4709091,23492442,325.7,"T0",1,1,"NTHNGHR",NA,NA
"78",4921874,23492444,325.7,"T0",1,1,"NTHNGHR",NA,NA
"79",4755926,23492447,325.7,"T0",1,1,"NTHNGHR",NA,NA
"80",4774067,23492450,325.7,"T0",1,1,"NTHNGHR",NA,NA
"81",4897554,23492454,325.7,"T0",1,1,"FR",NA,NA
"82",4806129,23492456,325.7,"T0",1,1,"NTHNGHR",NA,NA
"83",4889130,23492460,325.7,"T0",1,1,"NTHNGHR",NA,NA
"84",4897907,23492461,325.7,"T0",1,1,"NTHNGHR",NA,NA
"85",4883750,23492463,325.7,"T0",1,1,"DKRSTNBK","1","RGHTSD"
"86",4892129,23492464,325.7,"T0",1,1,"NTHNGHR",NA,NA
"87",4670933,23492466,325.7,"T0",1,1,"NTHNGHR",NA,NA
"88",4923934,23492467,325.7,"T0",1,1,"NTHNGHR",NA,NA
"89",4899775,23492468,325.7,"T0",1,1,"NTHNGHR",NA,NA
"90",4925374,23492471,325.7,"T0",1,1,"NTHNGHR",NA,NA
"91",4692716,23492472,325.7,"T0",1,1,"NTHNGHR",NA,NA
"92",4687061,23492476,325.7,"T0",1,1,"NTHNGHR",NA,NA
"93",4674306,23492477,325.7,"T0",1,1,"NTHNGHR",NA,NA
"94",4722421,23492479,325.7,"T0",1,1,"NTHNGHR",NA,NA
"95",4770362,23492480,325.7,"T0",1,1,"BRD","1","LFTSD"
"96",4723461,23492483,325.7,"T0",1,1,"NTHNGHR",NA,NA
"97",4710290,23492484,325.7,"T0",1,1,"NTHNGHR",NA,NA
"98",4735539,23492486,325.7,"T0",1,1,"NTHNGHR",NA,NA
"99",4800376,23492487,325.7,"T0",1,1,"NTHNGHR",NA,NA
"100",4763549,23492491,325.7,"T0",1,1,"NTHNGHR",NA,NA
"101",4824809,23492492,325.7,"T0",1,1,"NTHNGHR",NA,NA
"102",4794173,23492496,325.7,"T0",1,1,"NTHNGHR",NA,NA
"103",4867922,23492497,325.7,"T0",1,1,"FR",NA,NA
"104",4874794,23492505,325.7,"T0",1,1,"NTHNGHR",NA,NA
"105",4862831,23492506,325.7,"T0",1,1,"NTHNGHR",NA,NA
"106",4883020,23492509,325.7,"T0",1,1,"NTHNGHR",NA,NA
"107",4865921,23492510,325.7,"T0",1,1,"NTHNGHR",NA,NA
"108",4911250,23492511,325.7,"T0",1,1,"NTHNGHR",NA,NA
"109",4894981,23492513,325.7,"T0",1,1,"NTHNGHR",NA,NA
"110",4922704,23492514,325.7,"T0",1,1,"NTHNGHR",NA,NA
"111",4673545,23492518,325.7,"T0",1,1,"NTHNGHR",NA,NA
"112",4901643,23492520,325.7,"T0",1,1,"NTHNGHR",NA,NA
"113",4674824,23492524,325.7,"T0",1,1,"NTHNGHR",NA,NA
"114",4901832,23492526,325.7,"T0",1,1,"VHCL",NA,NA
"115",4705432,23492527,325.7,"T0",1,1,"NTHNGHR",NA,NA
"116",4719710,23492528,325.7,"T0",1,1,"NTHNGHR",NA,NA
"117",4907129,23492531,325.7,"T0",1,1,"NTHNGHR",NA,NA
"118",4753047,23492532,325.7,"T0",1,1,"NTHNGHR",NA,NA
"119",4759330,23492535,325.7,"T0",1,1,"NTHNGHR",NA,NA
"120",4694088,23492536,325.7,"T0",1,1,"NTHNGHR",NA,NA
"121",4814280,23492537,325.7,"T0",1,1,"NTHNGHR",NA,NA
"122",4900944,23492539,325.7,"T0",1,1,"FR",NA,NA
"123",4696728,23492541,325.7,"T0",1,1,"NTHNGHR",NA,NA
"124",4908307,23492542,325.7,"T0",1,1,"NTHNGHR",NA,NA
"125",4923810,23492546,325.7,"T0",1,1,"NTHNGHR",NA,NA
"126",4713713,23492547,325.7,"T0",1,1,"NTHNGHR",NA,NA
"127",4804176,23492548,325.7,"T0",1,1,"BRD","1","FRNT"
"128",4686115,23492549,325.7,"T0",1,1,"NTHNGHR",NA,NA
"129",4772031,23492550,325.7,"T0",1,1,"NTHNGHR",NA,NA
"130",4717992,23492552,325.7,"T0",1,1,"NTHNGHR",NA,NA
"131",4774553,23492556,325.7,"T0",1,1,"NTHNGHR",NA,NA
"132",4723028,23492558,325.7,"T0",1,1,"NTHNGHR",NA,NA
"133",4829024,23492560,325.7,"T0",1,1,"NTHNGHR",NA,NA
"134",4744236,23492562,325.7,"T0",1,1,"NTHNGHR",NA,NA
"135",4798157,23492568,325.7,"T0",1,1,"NTHNGHR",NA,NA
"136",4841404,23492569,325.7,"T0",1,1,"NTHNGHR",NA,NA
"137",4816515,23492570,325.7,"T0",1,1,"NTHNGHR",NA,NA
"138",4845035,23492573,325.7,"T0",1,1,"NTHNGHR",NA,NA
"139",4878435,23492574,325.7,"T0",1,1,"FR",NA,NA
"140",4859795,23492576,325.7,"T0",1,1,"NTHNGHR",NA,NA
"141",4902332,23492578,325.7,"T0",1,1,"NTHNGHR",NA,NA
"142",4903584,23492580,325.7,"T0",1,1,"FR",NA,NA
"143",4879969,23492582,325.7,"T0",1,1,"FR",NA,NA
"144",4666215,23492586,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"145",4776154,23492589,325.7,"T0",1,1,"NTHNGHR",NA,NA
"146",4886568,23492590,325.7,"T0",1,1,"NTHNGHR",NA,NA
"147",4784698,23492592,325.7,"T0",1,1,"NTHNGHR",NA,NA
"148",4828372,23492597,325.7,"T0",1,1,"FR",NA,NA
"149",4912997,23492601,325.7,"T0",1,1,"NTHNGHR",NA,NA
"150",4845847,23492602,325.7,"T0",1,1,"NTHNGHR",NA,NA
"151",4882495,23492605,325.7,"T0",1,1,"NTHNGHR",NA,NA
"152",4916316,23492606,325.7,"T0",1,1,"NTHNGHR",NA,NA
"153",4896838,23492609,325.7,"T0",1,1,"NTHNGHR",NA,NA
"154",4720371,23492614,325.7,"T0",1,1,"NTHNGHR",NA,NA
"155",4749003,23492619,325.7,"T0",1,1,"NTHNGHR",NA,NA
"156",4765726,23492622,325.7,"T0",1,1,"NTHNGHR",NA,NA
"157",4800151,23492626,325.7,"T0",1,1,"NTHNGHR",NA,NA
"158",4806981,23492642,325.7,"T0",1,1,"BFFL","4","MLTPLSDSFRMMLTPLNMLS"
"159",4898235,23492645,325.7,"T0",1,1,"NTHNGHR",NA,NA
"160",4907930,23492648,325.7,"T0",1,1,"VHCL",NA,NA
"161",4911896,23492651,325.7,"T0",1,1,"NTHNGHR",NA,NA
"162",4682130,23492654,325.7,"T0",1,1,"NTHNGHR",NA,NA
"163",4692871,23492659,325.7,"T0",1,1,"NTHNGHR",NA,NA
"164",4753962,23492663,325.7,"T0",1,1,"NTHNGHR",NA,NA
"165",4755358,23492666,325.7,"T0",1,1,"NTHNGHR",NA,NA
"166",4760885,23492672,325.7,"T0",1,1,"NTHNGHR",NA,NA
"167",4812568,23492673,325.7,"T0",1,1,"HNSPTTD","1","LFTSD"
"168",4804986,23492675,325.7,"T0",1,1,"NTHNGHR",NA,NA
"169",4834026,23492678,325.7,"T0",1,1,"NTHNGHR",NA,NA
"170",4846873,23492679,325.7,"T0",1,1,"NTHNGHR",NA,NA
"171",4866115,23492683,325.7,"T0",1,1,"NTHNGHR",NA,NA
"172",4887469,23492692,325.7,"T0",1,1,"DKRSTNBK","1","RGHTSD"
"173",4896008,23492695,325.7,"T0",1,1,"NTHNGHR",NA,NA
"174",4913220,23492699,325.7,"T0",1,1,"NTHNGHR",NA,NA
"175",4676858,23492700,325.7,"T0",1,1,"NTHNGHR",NA,NA
"176",4703239,23492702,325.7,"T0",1,1,"NTHNGHR",NA,NA
"177",4719326,23492705,325.7,"T0",1,1,"NTHNGHR",NA,NA
"178",4694086,23492706,325.7,"T0",1,1,"NTHNGHR",NA,NA
"179",4723883,23492708,325.7,"T0",1,1,"NTHNGHR",NA,NA
"180",4783927,23492711,325.7,"T0",1,1,"NTHNGHR",NA,NA
"181",4786100,23492718,325.7,"T0",1,1,"LPHNT","2","LFTSD"
"182",4798188,23492723,325.7,"T0",1,1,"NTHNGHR",NA,NA
"183",4843624,23492726,325.7,"T0",1,1,"NTHNGHR",NA,NA
"184",4844667,23492728,325.7,"T0",1,1,"NTHNGHR",NA,NA
"185",4896484,23492732,325.7,"T0",1,1,"NTHNGHR",NA,NA
"186",4720065,23492733,325.7,"T0",1,1,"NTHNGHR",NA,NA
"187",4720110,23492736,325.7,"T0",1,1,"NTHNGHR",NA,NA
"188",4743849,23492738,325.7,"T0",1,1,"NTHNGHR",NA,NA
"189",4771622,23492741,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"190",4917915,23492745,325.7,"T0",1,1,"KD","2","LFTSD"
"191",4787589,23492746,325.7,"T0",1,1,"FR",NA,NA
"192",4811513,23492747,325.7,"T0",1,1,"NTHNGHR",NA,NA
"193",4919125,23492749,325.7,"T0",1,1,"NTHNGHR",NA,NA
"194",4874599,23492750,325.7,"T0",1,1,"NTHNGHR",NA,NA
"195",4681093,23492753,325.7,"T0",1,1,"NTHNGHR",NA,NA
"196",4674972,23492755,325.7,"T0",1,1,"NTHNGHR",NA,NA
"197",4875461,23492757,325.7,"T0",1,1,"NTHNGHR",NA,NA
"198",4890257,23492759,325.7,"T0",1,1,"NTHNGHR",NA,NA
"199",4683935,23492760,325.7,"T0",1,1,"NTHNGHR",NA,NA
"200",4899408,23492762,325.7,"T0",1,1,"NTHNGHR",NA,NA
"201",4704323,23492767,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"202",4682703,23492769,325.7,"T0",1,1,"NTHNGHR",NA,NA
"203",4679313,23492772,325.7,"T0",1,1,"NTHNGHR",NA,NA
"204",4739336,23492773,325.7,"T0",1,1,"NTHNGHR",NA,NA
"205",4742163,23492775,325.7,"T0",1,1,"NTHNGHR",NA,NA
"206",4684187,23492777,325.7,"T0",1,1,"NTHNGHR",NA,NA
"207",4763948,23492778,325.7,"T0",1,1,"NTHNGHR",NA,NA
"208",4801411,23492786,325.7,"T0",1,1,"BFFL","3","FRNT"
"209",4824394,23492788,325.7,"T0",1,1,"NTHNGHR",NA,NA
"210",4831211,23492795,325.7,"T0",1,1,"NTHNGHR",NA,NA
"211",4790792,23492797,325.7,"T0",1,1,"BRD","1","LFTSD"
"212",4836914,23492799,325.7,"T0",1,1,"NTHNGHR",NA,NA
"213",4842365,23492804,325.7,"T0",1,1,"NTHNGHR",NA,NA
"214",4792555,23492807,325.7,"T0",1,1,"NTHNGHR",NA,NA
"215",4843513,23492810,325.7,"T0",1,1,"MNKBBN","2","BCK"
"216",4866833,23492811,325.7,"T0",1,1,"NTHNGHR",NA,NA
"217",4874138,23492813,325.7,"T0",1,1,"NTHNGHR",NA,NA
"218",4682511,23492817,325.7,"T0",1,1,"NTHNGHR",NA,NA
"219",4686977,23492821,325.7,"T0",1,1,"NTHNGHR",NA,NA
"220",4696583,23492824,325.7,"T0",1,1,"NTHNGHR",NA,NA
"221",4731385,23492826,325.7,"T0",1,1,"NTHNGHR",NA,NA
"222",4700111,23492827,325.7,"T0",1,1,"NTHNGHR",NA,NA
"223",4744639,23492833,325.7,"T0",1,1,"NTHNGHR",NA,NA
"224",4750188,23492836,325.7,"T0",1,1,"NTHNGHR",NA,NA
"225",4747085,23492839,325.7,"T0",1,1,"NTHNGHR",NA,NA
"226",4772524,23492842,325.7,"T0",1,1,"NTHNGHR",NA,NA
"227",4830950,23492843,325.7,"T0",1,1,"NTHNGHR",NA,NA
"228",4768460,23492844,325.7,"T0",1,1,"NTHNGHR",NA,NA
"229",4903343,23492845,325.7,"T0",1,1,"NTHNGHR",NA,NA
"230",4927700,23492847,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"231",4773009,23492850,325.7,"T0",1,1,"NTHNGHR",NA,NA
"232",4674401,23492852,325.7,"T0",1,1,"NTHNGHR",NA,NA
"233",4713332,23492855,325.7,"T0",1,1,"NTHNGHR",NA,NA
"234",4715645,23492857,325.7,"T0",1,1,"NTHNGHR",NA,NA
"235",4807298,23492858,325.7,"T0",1,1,"NTHNGHR",NA,NA
"236",4717685,23492859,325.7,"T0",1,1,"NTHNGHR",NA,NA
"237",4759640,23492861,325.7,"T0",1,1,"NTHNGHR",NA,NA
"238",4806962,23492863,325.7,"T0",1,1,"BFFL","1","FRNT"
"239",4831048,23492865,325.7,"T0",1,1,"NTHNGHR",NA,NA
"240",4835061,23492869,325.7,"T0",1,1,"NTHNGHR",NA,NA
"241",4846193,23492871,325.7,"T0",1,1,"NTHNGHR",NA,NA
"242",4920530,23492872,325.7,"T0",1,1,"NTHNGHR",NA,NA
"243",4836943,23492875,325.7,"T0",1,1,"MNKBBN","1","RGHTSD"
"244",4692786,23492879,325.7,"T0",1,1,"FR",NA,NA
"245",4693252,23492883,325.7,"T0",1,1,"NTHNGHR",NA,NA
"246",4711964,23492884,325.7,"T0",1,1,"NTHNGHR",NA,NA
"247",4843683,23492885,325.7,"T0",1,1,"NTHNGHR",NA,NA
"248",4732962,23492889,325.7,"T0",1,1,"NTHNGHR",NA,NA
"249",4814418,23492892,325.7,"T0",1,1,"BRD","1","RGHTSD"
"250",4907156,23492894,325.7,"T0",2,1,"NTHNGHR",NA,NA
"251",4907156,23492894,325.7,"T0",2,2,"NTHNGHR",NA,NA
"252",4746205,23492897,325.7,"T0",1,1,"NTHNGHR",NA,NA
"253",4707677,23492898,325.7,"T0",1,1,"NTHNGHR",NA,NA
"254",4672104,23492901,325.7,"T0",1,1,"NTHNGHR",NA,NA
"255",4759695,23492902,325.7,"T0",1,1,"NTHNGHR",NA,NA
"256",4732096,23492904,325.7,"T0",1,1,"NTHNGHR",NA,NA
"257",4895205,23492905,325.7,"T0",1,1,"HMNNTVHCLS",NA,NA
"258",4682173,23492906,325.7,"T0",1,1,"NTHNGHR",NA,NA
"259",4773125,23492908,325.7,"T0",1,1,"NTHNGHR",NA,NA
"260",4684601,23492912,325.7,"T0",1,1,"NTHNGHR",NA,NA
"261",4777553,23492913,325.7,"T0",1,1,"NTHNGHR",NA,NA
"262",4715494,23492917,325.7,"T0",1,1,"NTHNGHR",NA,NA
"263",4854695,23492918,325.7,"T0",1,1,"NTHNGHR",NA,NA
"264",4781674,23492919,325.7,"T0",1,1,"NTHNGHR",NA,NA
"265",4667917,23492920,325.7,"T0",1,1,"NTHNGHR",NA,NA
"266",4866002,23492923,325.7,"T0",1,1,"NTHNGHR",NA,NA
"267",4786722,23492924,325.7,"T0",1,1,"NTHNGHR",NA,NA
"268",4867316,23492926,325.7,"T0",1,1,"FR",NA,NA
"269",4904707,23492927,325.7,"T0",1,1,"NTHNGHR",NA,NA
"270",4738253,23492930,325.7,"T0",1,1,"RNSBL","1","BCK"
"271",4877239,23492931,325.7,"T0",1,1,"NTHNGHR",NA,NA
"272",4924046,23492932,325.7,"T0",1,1,"NTHNGHR",NA,NA
"273",4928230,23492934,325.7,"T0",1,1,"NTHNGHR",NA,NA
"274",4738676,23492937,325.7,"T0",2,1,"NTHNGHR",NA,NA
"275",4738676,23492937,325.7,"T0",2,2,"NTHNGHR",NA,NA
"276",4832707,23492942,325.7,"T0",1,1,"NTHNGHR",NA,NA
"277",4666495,23492943,325.7,"T0",1,1,"NTHNGHR",NA,NA
"278",4678854,23492944,325.7,"T0",1,1,"NTHNGHR",NA,NA
"279",4852561,23492946,325.7,"T0",1,1,"NTHNGHR",NA,NA
"280",4682896,23492949,325.7,"T0",1,1,"NTHNGHR",NA,NA
"281",4913615,23492951,325.7,"T0",1,1,"NTHNGHR",NA,NA
"282",4706671,23492952,325.7,"T0",1,1,"NTHNGHR",NA,NA
"283",4920775,23492954,325.7,"T0",1,1,"NTHNGHR",NA,NA
"284",4685805,23492955,325.7,"T0",1,1,"NTHNGHR",NA,NA
"285",4761503,23492956,325.7,"T0",1,1,"NTHNGHR",NA,NA
"286",4678717,23492959,325.7,"T0",1,1,"NTHNGHR",NA,NA
"287",4704010,23492963,325.7,"T0",1,1,"NTHNGHR",NA,NA
"288",4809117,23492965,325.7,"T0",1,1,"NTHNGHR",NA,NA
"289",4702917,23492966,325.7,"T0",1,1,"NTHNGHR",NA,NA
"290",4810787,23492967,325.7,"T0",1,1,"NTHNGHR",NA,NA
"291",4809048,23492969,325.7,"T0",1,1,"NTHNGHR",NA,NA
"292",4706721,23492970,325.7,"T0",1,1,"NTHNGHR",NA,NA
"293",4814274,23492973,325.7,"T0",1,1,"NTHNGHR",NA,NA
"294",4753666,23492976,325.7,"T0",1,1,"NTHNGHR",NA,NA
"295",4832123,23492977,325.7,"T0",1,1,"NTHNGHR",NA,NA
"296",4697243,23492979,325.7,"T0",1,1,"NTHNGHR",NA,NA
"297",4766617,23492981,325.7,"T0",1,1,"NTHNGHR",NA,NA
"298",4818009,23492983,325.7,"T0",1,1,"NTHNGHR",NA,NA
"299",4733799,23492985,325.7,"T0",1,1,"NTHNGHR",NA,NA
"300",4832848,23492986,325.7,"T0",1,1,"NTHNGHR",NA,NA
"301",4775909,23492989,325.7,"T0",1,1,"NTHNGHR",NA,NA
"302",4838331,23492991,325.7,"T0",1,1,"NTHNGHR",NA,NA
"303",4886274,23492992,325.7,"T0",1,1,"NTHNGHR",NA,NA
"304",4820342,23492994,325.7,"T0",1,1,"NTHNGHR",NA,NA
"305",4877696,23492995,325.7,"T0",1,1,"FR",NA,NA
"306",4895170,23492999,325.7,"T0",1,1,"NTHNGHR",NA,NA
"307",4835580,23493000,325.7,"T0",1,1,"DKRSTNBK","1","RGHTSD"
"308",4839428,23493002,325.7,"T0",1,1,"NTHNGHR",NA,NA
"309",4920893,23493003,325.7,"T0",1,1,"NTHNGHR",NA,NA
"310",4895080,23493005,325.7,"T0",1,1,"NTHNGHR",NA,NA
"311",4930674,23493009,325.7,"T0",1,1,"NTHNGHR",NA,NA
"312",4673076,23493010,325.7,"T0",1,1,"NTHNGHR",NA,NA
"313",4920337,23493012,325.7,"T0",2,1,"DMSTCNML","1","RGHTSD"
"314",4920337,23493012,325.7,"T0",2,2,"HMNNTVHCLS",NA,NA
"315",4671493,23493013,325.7,"T0",1,1,"NTHNGHR",NA,NA
"316",4668772,23493017,325.7,"T0",1,1,"NTHNGHR",NA,NA
"317",4703786,23493018,325.7,"T0",1,1,"NTHNGHR",NA,NA
"318",4732757,23493021,325.7,"T0",1,1,"NTHNGHR",NA,NA
"319",4672652,23493023,325.7,"T0",1,1,"NTHNGHR",NA,NA
"320",4739363,23493024,325.7,"T0",1,1,"NTHNGHR",NA,NA
"321",4752943,23493026,325.7,"T0",1,1,"NTHNGHR",NA,NA
"322",4779028,23493028,325.7,"T0",1,1,"NTHNGHR",NA,NA
"323",4783285,23493031,325.7,"T0",1,1,"BFFL","4","MLTPLSDSFRMMLTPLNMLS"
"324",4795966,23493034,325.7,"T0",1,1,"NTHNGHR",NA,NA
"325",4812136,23493036,325.7,"T0",1,1,"KD","1","RGHTSD"
"326",4837181,23493037,325.7,"T0",1,1,"DKRSTNBK","1","LFTSD"
"327",4823041,23493038,325.7,"T0",1,1,"NTHNGHR",NA,NA
"328",4825594,23493040,325.7,"T0",1,1,"NTHNGHR",NA,NA
"329",4846298,23493042,325.7,"T0",1,1,"NTHNGHR",NA,NA
"330",4845986,23493044,325.7,"T0",1,1,"NTHNGHR",NA,NA
"331",4813633,23493047,325.7,"T0",1,1,"NTHNGHR",NA,NA
"332",4898476,23493048,325.7,"T0",1,1,"NTHNGHR",NA,NA
"333",4696817,23493051,325.7,"T0",1,1,"DMSTCNML","1","RGHTSD"
"334",4670377,23493052,325.7,"T0",1,1,"NTHNGHR",NA,NA
